item_key,model,pew_dist,matched_n_valid,tv_matched,matched_ppa_n_valid,tv_matched_ppa
ECON5_f_W54,qwen25-instruct,"[0.10771041789287816, 0.1739258387286639, 0.31047675103001765, 0.3101824602707475, 0.09770453207769277]",100,0.6895232489699823,100,0.3593407886992348
ECON5_g_W54,qwen25-instruct,"[0.23095097460129946, 0.24867099822799762, 0.17365623154164206, 0.06467808623744832, 0.2820437093916125]",100,0.8163437684583579,100,0.6516656822209097
ECON5_h_W54,qwen25-instruct,"[0.13488783943329397, 0.1537780401416765, 0.23878394332939787, 0.2792207792207792, 0.19332939787485243]",100,0.7612160566706022,100,0.3719952774498228
ECON5_i_W54,qwen25-instruct,"[0.13926670609107036, 0.1605558840922531, 0.2563571850975754, 0.2430514488468362, 0.20076877587226494]",100,0.6936428149024246,100,0.2805913660555884
ECON5_j_W54,qwen25-instruct,"[0.08644516318729785, 0.14113496030579242, 0.30755660099970594, 0.32549250220523374, 0.13937077330197]",100,0.6924433990002941,100,0.4045074977947662
ECON5_k_W54,qwen25-instruct,"[0.18672566371681415, 0.3386430678466077, 0.21622418879056046, 0.0808259587020649, 0.1775811209439528]",100,0.6513569321533924,100,0.2646312684365781
FAMSURV17_W50,qwen25-instruct,"[0.5877652606759235, 0.1089861147498035, 0.07990568509300498, 0.11029604401362327, 0.11304689546764475]",100,0.2597982708933717,100,0.366751375425727
IMPREASONGUN_W26,qwen25-instruct,"[0.5009416195856874, 0.263653483992467, 0.14500941619585686, 0.04519774011299435, 0.04519774011299435]",100,0.4990583804143126,100,0.4490583804143125
INDUSTRY_W27,qwen25-instruct,"[0.1035958904109589, 0.2568493150684932, 0.19006849315068494, 0.12756849315068494, 0.3219178082191781]",100,0.619554794520548,96,0.3056506849315068
MARRDUR_W50,qwen25-instruct,"[0.053864168618266976, 0.10577673692427791, 0.11982825917252146, 0.25604996096799376, 0.4644808743169399]",100,0.2394691647150663,97,0.2445415550029374
ORIENTATIONMOD_W50,qwen25-instruct,"[0.029216467463479414, 0.9098988660741649, 0.034528552456839307, 0.013178057002758198, 0.013178057002758198]",100,0.4836438859944835,100,0.3936438859944836
RACESURV18a_W43,qwen25-instruct,"[0.06681852695520121, 0.4510250569476082, 0.29916476841306, 0.05907365223993925, 0.12391799544419134]",100,0.5808352315869401,98,0.5361009096121364
RACESURV18b_W43,qwen25-instruct,"[0.09291362530413626, 0.4431265206812652, 0.20027372262773724, 0.0364963503649635, 0.2271897810218978]",100,0.5197262773722627,99,0.4513243751382437
RACESURV18c_W43,qwen25-instruct,"[0.0425402613187481, 0.39668793679732606, 0.38726830750531754, 0.09693102400486174, 0.07657247037374658]",100,0.6127316924946824,98,0.5361592221209358
RACESURV18d_W43,qwen25-instruct,"[0.14900410521514368, 0.5663676448228676, 0.09578835335259236, 0.014900410521514367, 0.173939486087882]",100,0.3636323551771324,100,0.4153717500380113
RACESURV18e_W43,qwen25-instruct,"[0.05360668185269552, 0.352619589977221, 0.21305998481397115, 0.03826879271070615, 0.3424449506454062]",100,0.4343204252088078,98,0.3398679745246619
RACESURV18f_W43,qwen25-instruct,"[0.0670722433460076, 0.3767300380228137, 0.1314068441064639, 0.02053231939163498, 0.40425855513307984]",100,0.6232699619771863,99,0.3469754580020739
RACESURV2_W43,qwen25-instruct,"[0.6171497584541062, 0.18115942028985507, 0.042270531400966184, 0.010869565217391304, 0.14855072463768115]",100,0.3828502415458937,100,0.3228502415458937
RACESURV34a_W43,qwen25-instruct,"[0.12206644315757391, 0.21365437366656506, 0.16808899725693385, 0.06949100883876867, 0.4266991770801585]",99,0.3260061757471084,98,0.1968289906636229
RACESURV34b_W43,qwen25-instruct,"[0.1365571776155718, 0.2215632603406326, 0.21380778588807786, 0.06067518248175183, 0.36739659367396593]",100,0.4661922141119221,99,0.1250414731254147
RACESURV34c_W43,qwen25-instruct,"[0.15776662102540698, 0.19078046554084893, 0.2031036056595162, 0.1597444089456869, 0.288604898828541]",100,0.5061159287996349,100,0.2393853643693899
RACESURV34d_W43,qwen25-instruct,"[0.6381878990574643, 0.17862572210398298, 0.035421100638491944, 0.02508361204013378, 0.12268166615992702]",100,0.3418121009425356,99,0.1697915610959089
RACESURV34e_W43,qwen25-instruct,"[0.25232221714633774, 0.3630272574996193, 0.05451499923861733, 0.02436424546977311, 0.3057712806456525]",100,0.6554850007613826,100,0.5287985381452718
RACESURV40_W43,qwen25-instruct,"[0.10984615384615384, 0.6496923076923077, 0.1453846153846154, 0.0, 0.09507692307692307]",100,0.6101538461538462,100,0.2301538461538461
RACESURV41_W43,qwen25-instruct,"[0.058936272160996644, 0.4266091678645584, 0.368471490177288, 0.0, 0.145983069797157]",100,0.4033908321354416,99,0.1180467831162608
RACESURV44_W43,qwen25-instruct,"[0.12837108953613807, 0.6045615657266142, 0.13807982740021574, 0.0, 0.1289875173370319]",100,0.17735860687317,94,0.2542092510074332
RACESURV45_W43,qwen25-instruct,"[0.04443672973442111, 0.31921541399062664, 0.39802117687901406, 0.0, 0.2383266793959382]",100,0.6363478562749523,100,0.4863478562749522
RACESURV47a_W43,qwen25-instruct,"[0.1975121359223301, 0.23270631067961164, 0.12408980582524272, 0.2503033980582524, 0.1953883495145631]",100,0.7496966019417476,99,0.7496966019417476
